date,label,open,high,low,close,volume
12/2/2020 0:00,LTC/USD,85.242,90.735,82.913,89.112,9940359.335
12/1/2020 0:00,LTC/USD,87.689,93.159,79.748,85.254,32467301.06
11/30/2020 0:00,LTC/USD,79.007,88.545,76.663,87.776,16233302.2
11/29/2020 0:00,LTC/USD,72.733,81.108,71.614,78.931,11036669.14
11/28/2020 0:00,LTC/USD,69.318,74.997,68.5,72.797,8321898.659
11/27/2020 0:00,LTC/USD,71.188,73.732,65.5,69.342,8969540.784
11/26/2020 0:00,LTC/USD,81.732,83.205,64.602,71.183,28726856.34
11/25/2020 0:00,LTC/USD,89.15,90.628,77.713,81.778,13982882.77
11/24/2020 0:00,LTC/USD,89.092,94.028,85.394,89.056,18953956.1
11/23/2020 0:00,LTC/USD,82.793,90.737,80.829,88.953,22869267.59
11/22/2020 0:00,LTC/USD,86.865,87.772,77.312,82.712,13278479.86
11/21/2020 0:00,LTC/USD,82.491,88.346,80.003,86.862,16330095.86
11/20/2020 0:00,LTC/USD,81.6,85.616,80.06,82.468,12741984.24
11/19/2020 0:00,LTC/USD,73.406,83.398,71.462,81.618,16610430.69
11/18/2020 0:00,LTC/USD,76.392,77.097,68.043,73.41,13474573.34
11/17/2020 0:00,LTC/USD,73.764,76.966,71.315,76.318,13778235.65
11/16/2020 0:00,LTC/USD,62.303,74.533,62.171,73.769,13039789.2
11/15/2020 0:00,LTC/USD,63.858,64.432,61.11,62.33,3166023.291
11/14/2020 0:00,LTC/USD,65.95,66.287,61.7,63.746,3566710.422
11/13/2020 0:00,LTC/USD,60.655,66.56,60.139,65.892,7895814.41
11/12/2020 0:00,LTC/USD,59.368,60.73,57.671,60.73,2752397.425
11/11/2020 0:00,LTC/USD,57.976,60.626,57.891,59.357,2987191.858
11/10/2020 0:00,LTC/USD,59.269,59.648,57.04,57.955,2250598.3
11/9/2020 0:00,LTC/USD,61.082,61.969,57.527,59.206,5015918.127
11/8/2020 0:00,LTC/USD,58.975,61.999,58.693,61.037,3711844.296
11/7/2020 0:00,LTC/USD,63.166,64.7,57.223,59.059,7703239.969
11/6/2020 0:00,LTC/USD,58.879,63.674,58.557,63.155,11211908.13
11/5/2020 0:00,LTC/USD,54.722,59.709,54.631,58.845,5914797.572
11/4/2020 0:00,LTC/USD,53.989,55.232,51.602,54.717,3576491.687
11/3/2020 0:00,LTC/USD,53.812,54.4,51.092,53.973,3604085.797
11/2/2020 0:00,LTC/USD,55.59,56.8,53.05,53.882,3186281.948
11/1/2020 0:00,LTC/USD,55.744,56.2,53.991,55.589,2643830.706
10/31/2020 0:00,LTC/USD,54.054,56.5,53.665,55.748,2826617.186
10/30/2020 0:00,LTC/USD,54.835,55.761,52.187,54.034,5560439.221
10/29/2020 0:00,LTC/USD,55.816,56.552,53.346,54.836,3346837.756
10/28/2020 0:00,LTC/USD,57.909,60.516,54.696,55.791,5672338.713
10/27/2020 0:00,LTC/USD,56.88,59.098,56.527,57.939,3736377.359
10/26/2020 0:00,LTC/USD,58.841,59.34,55,56.854,5240643.178
10/25/2020 0:00,LTC/USD,59.255,60.122,56.65,58.813,4920979.902
10/24/2020 0:00,LTC/USD,55.44,59.699,54.866,59.285,4780971.864
10/23/2020 0:00,LTC/USD,54.437,57,53.2,55.47,5029948.814
10/22/2020 0:00,LTC/USD,53.105,56.403,53.072,54.496,4346045.781
10/21/2020 0:00,LTC/USD,46.928,55.078,46.913,53.1,5688693.178
10/20/2020 0:00,LTC/USD,48.027,48.457,46.429,46.914,1177953.483
10/19/2020 0:00,LTC/USD,47.579,48.508,46.847,48.079,1085546.668
10/18/2020 0:00,LTC/USD,46.97,47.998,46.833,47.617,667207.2364
10/17/2020 0:00,LTC/USD,47.646,47.688,46.361,46.984,855376.1131
10/16/2020 0:00,LTC/USD,49.569,49.9,45.601,47.607,3187691.35
10/15/2020 0:00,LTC/USD,49.842,50.318,48.912,49.55,1241956.854
10/14/2020 0:00,LTC/USD,50.006,51.095,49.363,49.87,1145489.262
10/13/2020 0:00,LTC/USD,50.7,50.797,48.94,49.979,1464988.571
10/12/2020 0:00,LTC/USD,50.549,51.636,49.235,50.723,2310315.05
10/11/2020 0:00,LTC/USD,48.976,51.35,48.741,50.596,1743773.981
10/10/2020 0:00,LTC/USD,47.877,50.575,47.876,48.944,2325381.892
10/9/2020 0:00,LTC/USD,47.302,48.279,46.729,47.906,761989.9538
10/8/2020 0:00,LTC/USD,46.689,47.602,45.521,47.314,1366269.007
10/7/2020 0:00,LTC/USD,46.042,46.966,45.023,46.676,1474507.71
10/6/2020 0:00,LTC/USD,46.408,48.305,45.58,46.011,2527633.175
10/5/2020 0:00,LTC/USD,46.792,47.179,45.655,46.387,931043.9879
10/4/2020 0:00,LTC/USD,45.589,47.115,45.369,46.8,915100.198
10/3/2020 0:00,LTC/USD,44.939,46.069,44.83,45.628,759986.2556
10/2/2020 0:00,LTC/USD,46.302,47.081,43.285,44.991,2479448.105
10/1/2020 0:00,LTC/USD,46.308,48.552,45.257,46.357,3658368.002
9/30/2020 0:00,LTC/USD,45.745,46.799,45.529,46.3,687685.3721
9/29/2020 0:00,LTC/USD,45.242,45.94,45.014,45.748,744568.1845
9/28/2020 0:00,LTC/USD,46.229,47.254,44.872,45.275,2118830.081
9/27/2020 0:00,LTC/USD,46.124,46.768,44.657,46.24,1157301.83
9/26/2020 0:00,LTC/USD,46.112,46.661,45.22,46.08,536836.169
9/25/2020 0:00,LTC/USD,45.071,46.664,44.031,46.002,1981240.385
9/24/2020 0:00,LTC/USD,43.084,45.485,42.72,44.953,1037003.27
9/23/2020 0:00,LTC/USD,44.577,45.242,42.35,43.059,1115479.459
9/22/2020 0:00,LTC/USD,43.227,44.9,42.888,44.559,655891.6471
9/21/2020 0:00,LTC/USD,47.07,47.733,41.662,43.242,2816104.947
9/20/2020 0:00,LTC/USD,48.617,48.617,46.301,47.159,1085785.766
9/19/2020 0:00,LTC/USD,48.583,49.088,48.102,48.631,605280.3395
9/18/2020 0:00,LTC/USD,48.953,49.127,47.562,48.6,1323565.346
9/17/2020 0:00,LTC/USD,47.885,49.77,47.777,48.947,1040815.205
9/16/2020 0:00,LTC/USD,48.345,48.833,47.017,47.814,1190080.661
9/15/2020 0:00,LTC/USD,49.18,50.433,48.19,48.359,1396964.323
9/14/2020 0:00,LTC/USD,48.154,49.804,47.127,49.069,1296798.336
9/13/2020 0:00,LTC/USD,50.86,51.139,47.256,48.128,1599053.148
9/12/2020 0:00,LTC/USD,48.98,51.365,48.418,50.86,1831045.2
9/11/2020 0:00,LTC/USD,48.725,49.534,47.449,48.983,1011431.686
9/10/2020 0:00,LTC/USD,47.922,49.5,47.892,48.678,1040615.71
9/9/2020 0:00,LTC/USD,47.54,48.88,46.661,47.945,705653.4011
9/8/2020 0:00,LTC/USD,48.922,49.697,46.101,47.56,2059963.696
9/7/2020 0:00,LTC/USD,47.999,49.262,45.374,48.922,3383019.01
9/6/2020 0:00,LTC/USD,47.961,49.25,46.5,47.971,1459072.85
9/5/2020 0:00,LTC/USD,50.485,51.783,45.36,47.928,3416778.084
9/4/2020 0:00,LTC/USD,47.267,52.484,46.215,50.515,6576804.132
9/3/2020 0:00,LTC/USD,58.104,58.604,44.883,47.31,12525633.84
9/2/2020 0:00,LTC/USD,62.868,63.285,56.409,58.094,4887808.836
9/1/2020 0:00,LTC/USD,61.087,64.491,59.801,62.82,4078573.273
8/31/2020 0:00,LTC/USD,63.019,64.058,60.634,61.087,3982348.417
8/30/2020 0:00,LTC/USD,57.032,63.19,57.032,63.018,6290328.011
8/29/2020 0:00,LTC/USD,57.497,58.298,57.054,57.065,922274.7683
8/28/2020 0:00,LTC/USD,56.181,58.309,55.42,57.512,1375212.911
8/27/2020 0:00,LTC/USD,58.15,59.343,54.04,56.181,3395084.599
8/26/2020 0:00,LTC/USD,58.363,59.119,57.062,58.11,1689548.237
8/25/2020 0:00,LTC/USD,62.1,62.341,56.7,58.468,4133805.969
8/24/2020 0:00,LTC/USD,60.64,63.113,60.085,62.12,3183207.507
8/23/2020 0:00,LTC/USD,60.296,61.698,57.977,60.55,1688100.368
8/22/2020 0:00,LTC/USD,59.15,60.596,57.801,60.341,1390838.78
8/21/2020 0:00,LTC/USD,62.911,64.009,58.812,59.177,4556299.21
8/20/2020 0:00,LTC/USD,62.202,63.789,61.037,63.059,3152866.565
8/19/2020 0:00,LTC/USD,65.44,67.188,58.66,62.163,8192059.003
8/18/2020 0:00,LTC/USD,67.269,68.494,63.425,65.48,13763670.15
8/17/2020 0:00,LTC/USD,64.007,68.941,61.5,67.27,15647390.95
8/16/2020 0:00,LTC/USD,59.94,64.6,58.09,64,5241179.013
8/15/2020 0:00,LTC/USD,56.825,60.98,56.551,59.937,6288428.57
8/14/2020 0:00,LTC/USD,57.286,57.96,55.958,56.689,2367512.98
8/13/2020 0:00,LTC/USD,54.874,57.41,51.901,57.172,3572432.051
8/12/2020 0:00,LTC/USD,54.069,54.99,51.504,54.822,2042647.717
8/11/2020 0:00,LTC/USD,58.379,59.721,52.24,54.079,5719184.24
8/10/2020 0:00,LTC/USD,56.98,59.532,56.501,58.279,3582888.384
8/9/2020 0:00,LTC/USD,58.45,58.686,55.95,56.93,1167927.705
8/8/2020 0:00,LTC/USD,57.168,58.54,56.442,58.45,1309956.084
8/7/2020 0:00,LTC/USD,58.971,61.044,54.513,57.155,4972899.275
8/6/2020 0:00,LTC/USD,58.763,60.689,57.75,59.092,2650356.451
8/5/2020 0:00,LTC/USD,57.628,59.829,56.707,58.888,3195669.66
8/4/2020 0:00,LTC/USD,58.488,59.564,56.334,57.57,2969772.382
8/3/2020 0:00,LTC/USD,56.7,60,55.7,58.453,3886216.92
8/2/2020 0:00,LTC/USD,61.602,65.081,51.423,56.663,11925349.79
8/1/2020 0:00,LTC/USD,58.267,62.171,57.571,61.636,6580918.999
7/31/2020 0:00,LTC/USD,56.83,59.25,55.938,58.226,2567442.067
7/30/2020 0:00,LTC/USD,55.234,58.693,54.025,56.82,3969146.775
7/29/2020 0:00,LTC/USD,55.901,57.182,54.85,55.234,3296159.008
7/28/2020 0:00,LTC/USD,53.321,58.165,51.818,55.9,7001135.165
7/27/2020 0:00,LTC/USD,48.17,55.936,46.927,53.321,8995459.292
7/26/2020 0:00,LTC/USD,49.204,50.938,47.642,48.169,3932811.897
7/25/2020 0:00,LTC/USD,44.238,49.612,44.15,49.204,5427363.996
7/24/2020 0:00,LTC/USD,44.969,45.011,44.012,44.251,749838.7894
7/23/2020 0:00,LTC/USD,45.112,45.853,44.596,44.989,1347586.777
7/22/2020 0:00,LTC/USD,43.84,45.197,43.293,45.134,807415.6685
7/21/2020 0:00,LTC/USD,42.01,44.152,41.96,43.821,1248378.486
7/20/2020 0:00,LTC/USD,42.741,42.849,41.477,42.019,585752.6166
7/19/2020 0:00,LTC/USD,42.514,43.002,41.9,42.74,460997.3878
7/18/2020 0:00,LTC/USD,41.99,42.93,41.79,42.51,361660.92
7/17/2020 0:00,LTC/USD,42.1,42.5,41.79,41.99,531685.03
7/16/2020 0:00,LTC/USD,43.42,43.51,40.9,42.1,1636169.24
7/15/2020 0:00,LTC/USD,43.93,44.07,42.95,43.42,329634.24
7/14/2020 0:00,LTC/USD,43.98,44.07,42.94,43.93,760533.51
7/13/2020 0:00,LTC/USD,44.8,45.68,42.62,43.98,1508520.18
7/12/2020 0:00,LTC/USD,44.68,45.35,43.76,44.8,1025942.81
7/11/2020 0:00,LTC/USD,44.34,44.78,43.91,44.68,307018.31
7/10/2020 0:00,LTC/USD,44.44,44.68,43.55,44.34,570194.69
7/9/2020 0:00,LTC/USD,45.37,45.93,43.64,44.44,1690327.33
7/8/2020 0:00,LTC/USD,43.45,45.68,43.21,45.37,1900307.1
7/7/2020 0:00,LTC/USD,44.13,44.52,43.12,43.45,740594.64
7/6/2020 0:00,LTC/USD,41.66,44.33,41.56,44.13,1183765.36
7/5/2020 0:00,LTC/USD,42.16,42.28,40.82,41.66,493861.5
7/4/2020 0:00,LTC/USD,41.17,42.25,41.11,42.16,623301.87
7/3/2020 0:00,LTC/USD,41.07,41.72,40.94,41.17,423794.76
7/2/2020 0:00,LTC/USD,41.8,41.93,40.38,41.07,895675.86
7/1/2020 0:00,LTC/USD,41.19,42.05,41.03,41.8,480165.24
6/30/2020 0:00,LTC/USD,41.86,42.1,40.77,41.18,364683.11
6/29/2020 0:00,LTC/USD,41.43,42.31,40.61,41.86,1689234.84
6/28/2020 0:00,LTC/USD,41.08,42.09,40.46,41.42,467685.76
6/27/2020 0:00,LTC/USD,43.12,43.16,39.16,41.08,1837417.05
6/26/2020 0:00,LTC/USD,42.37,43.6,41.41,43.12,1177522.23
6/25/2020 0:00,LTC/USD,42.63,43,41.66,42.37,753645.07
6/24/2020 0:00,LTC/USD,44.23,44.75,42.17,42.68,1619129.53
6/23/2020 0:00,LTC/USD,44.39,44.51,43.88,44.23,468140.26
6/22/2020 0:00,LTC/USD,43.01,44.7,43,44.39,1175919.26
6/21/2020 0:00,LTC/USD,43.66,43.85,42.95,43.01,301977.46
6/20/2020 0:00,LTC/USD,42.86,43.85,42.32,43.66,602920.6
6/19/2020 0:00,LTC/USD,43.48,43.7,42.66,42.86,791377.71
6/18/2020 0:00,LTC/USD,44.08,44.23,42.94,43.48,499486.1
6/17/2020 0:00,LTC/USD,43.9,45.05,43.07,44.08,1485416.55
6/16/2020 0:00,LTC/USD,43.78,44.23,43.33,43.9,753388.14
6/15/2020 0:00,LTC/USD,44.09,44.11,41.84,43.78,1514723.61
6/14/2020 0:00,LTC/USD,45.09,45.14,43.52,44.09,484785.31
6/13/2020 0:00,LTC/USD,44.75,45.21,44.22,45.09,521498.87
6/12/2020 0:00,LTC/USD,43.19,45.28,42.78,44.75,1839615.18
6/11/2020 0:00,LTC/USD,46.71,47.01,41.98,43.19,2501272.91
6/10/2020 0:00,LTC/USD,45.9,47.2,45.76,46.71,1015837.44
6/9/2020 0:00,LTC/USD,46.47,46.86,45.39,45.84,845354.86
6/8/2020 0:00,LTC/USD,46.66,46.76,46,46.47,394311.88
6/7/2020 0:00,LTC/USD,46.71,47.21,44.93,46.66,1054578.23
6/6/2020 0:00,LTC/USD,46.89,47.2,46.11,46.71,482338.12
6/5/2020 0:00,LTC/USD,47.53,48,46.5,46.89,619326.84
6/4/2020 0:00,LTC/USD,47.14,48.1,46.29,47.53,1068021.8
6/3/2020 0:00,LTC/USD,46,47.47,45.21,47.14,1420849.71
6/2/2020 0:00,LTC/USD,48.33,50.13,44.46,46,5792853.33
6/1/2020 0:00,LTC/USD,45.62,48.86,45.38,48.33,1402971.26
5/31/2020 0:00,LTC/USD,47.75,47.82,44.92,45.62,1798209.56
5/30/2020 0:00,LTC/USD,44.5,48.2,44.2,47.75,1825708.79
5/29/2020 0:00,LTC/USD,44.74,45.31,44.2,44.5,578800.36
5/28/2020 0:00,LTC/USD,43.92,44.92,43.13,44.74,800039.76
5/27/2020 0:00,LTC/USD,42.33,44.05,42.28,43.91,673998.05
5/26/2020 0:00,LTC/USD,42.9,43.09,41.77,42.33,519544.68
5/25/2020 0:00,LTC/USD,42.04,43.3,41.71,42.9,519220.57
5/24/2020 0:00,LTC/USD,43.85,44.58,42.04,42.04,783734.87
5/23/2020 0:00,LTC/USD,44.18,44.7,43.67,43.85,401126.97
5/22/2020 0:00,LTC/USD,42.68,44.64,42.31,44.18,1365272.41
5/21/2020 0:00,LTC/USD,44.17,44.58,41.61,42.68,1319635.26
5/20/2020 0:00,LTC/USD,45.78,46.13,42.97,44.17,1570202.5
5/19/2020 0:00,LTC/USD,45.26,45.79,44.02,45.78,1091638.24
5/18/2020 0:00,LTC/USD,43.65,46.68,43.62,45.26,2098153.69
5/17/2020 0:00,LTC/USD,43.27,44.53,43.13,43.65,1004812.66
5/16/2020 0:00,LTC/USD,42.72,43.93,42.5,43.27,741069.41
5/15/2020 0:00,LTC/USD,44.03,44.14,41.71,42.72,1309657.23
5/14/2020 0:00,LTC/USD,43.27,44.35,42.21,44.03,2179863.8
5/13/2020 0:00,LTC/USD,42.18,43.74,41.93,43.27,1262595.21
5/12/2020 0:00,LTC/USD,41.51,42.9,41.22,42.18,1123172.44
5/11/2020 0:00,LTC/USD,42.09,42.86,39.28,41.51,2451979.16
5/10/2020 0:00,LTC/USD,46.94,47,39.01,42.09,5407287.82
5/9/2020 0:00,LTC/USD,47.75,49.24,46.77,46.94,1801841.44
5/8/2020 0:00,LTC/USD,47.36,48.5,46.37,47.75,2171972.16
5/7/2020 0:00,LTC/USD,44.9,48.26,44.28,47.36,2119851.05
5/6/2020 0:00,LTC/USD,46.43,47.66,44.57,44.9,1413280.61
5/5/2020 0:00,LTC/USD,47,47.78,45.58,46.43,1159325.71
5/4/2020 0:00,LTC/USD,48.03,48.27,45.13,47,2775308.54
5/3/2020 0:00,LTC/USD,49.21,50,46.6,48.03,1819038.19
5/2/2020 0:00,LTC/USD,47.1,49.6,46.7,49.21,1898842.35
5/1/2020 0:00,LTC/USD,46.39,48.36,46.37,47.1,979060.24
4/30/2020 0:00,LTC/USD,48.79,50.74,45.67,46.39,5246828.46
4/29/2020 0:00,LTC/USD,45.76,50.08,45.59,48.79,5577334.27
4/28/2020 0:00,LTC/USD,44.46,46.12,43.4,45.78,1468737.64
4/27/2020 0:00,LTC/USD,44.58,45.2,43.16,44.46,1343569.08
4/26/2020 0:00,LTC/USD,44.41,45.36,43.78,44.58,1338075.48
4/25/2020 0:00,LTC/USD,44.47,45.64,43.91,44.41,1667671.12
4/24/2020 0:00,LTC/USD,43.08,45.11,42.96,44.47,2531895.29
4/23/2020 0:00,LTC/USD,41.91,44.18,41.01,43.08,1851795.53
4/22/2020 0:00,LTC/USD,40.62,42.46,40.31,41.91,1074589.69
4/21/2020 0:00,LTC/USD,40.33,41.38,40.12,40.67,838067.33
4/20/2020 0:00,LTC/USD,42.3,43.38,39.57,40.33,1738003.99
4/19/2020 0:00,LTC/USD,44.18,44.45,41.42,42.3,1527801.85
4/18/2020 0:00,LTC/USD,42.28,44.56,42.1,44.18,1020568.79
4/17/2020 0:00,LTC/USD,42.58,43.09,41.68,42.28,750238.47
4/16/2020 0:00,LTC/USD,39.3,44.19,37.94,42.58,3027577.77
4/15/2020 0:00,LTC/USD,41.22,41.78,39.16,39.3,881840.62
4/14/2020 0:00,LTC/USD,41.25,41.92,40.56,41.23,875253.51
4/13/2020 0:00,LTC/USD,42.11,42.11,39.5,41.25,2141732.6
4/12/2020 0:00,LTC/USD,42.57,43.82,41.91,42.11,1254518.81
4/11/2020 0:00,LTC/USD,42.29,43.21,41.5,42.57,814122.11
4/10/2020 0:00,LTC/USD,46.38,46.46,40.9,42.29,4031838.17
4/9/2020 0:00,LTC/USD,46.58,46.87,44.74,46.38,1691937.96
4/8/2020 0:00,LTC/USD,44.89,47.25,44.36,46.58,1530444.34
4/7/2020 0:00,LTC/USD,45.16,47.69,43.76,44.89,2983236.53
4/6/2020 0:00,LTC/USD,40.39,45.16,40.3,45.16,2351770.38
4/5/2020 0:00,LTC/USD,40.88,41.14,39.97,40.39,439014
4/4/2020 0:00,LTC/USD,40.54,41.31,40,40.87,700688.2
4/3/2020 0:00,LTC/USD,40.02,41.34,39.75,40.54,1242344.46
4/2/2020 0:00,LTC/USD,39.4,43.35,39.25,40.02,3868970.21
4/1/2020 0:00,LTC/USD,39.17,39.71,37.17,39.4,1272920.25
3/31/2020 0:00,LTC/USD,38.96,39.45,38.45,39.17,659250.24
3/30/2020 0:00,LTC/USD,37.25,39.8,37.2,38.96,1221518.95
3/29/2020 0:00,LTC/USD,38.91,39.21,37.1,37.25,1259241.08
3/28/2020 0:00,LTC/USD,38,39.59,36.65,38.98,1983989.38
3/27/2020 0:00,LTC/USD,40.5,41.39,37.67,38,2076234.56
3/26/2020 0:00,LTC/USD,39.26,40.57,38.51,40.5,1208692.01
3/25/2020 0:00,LTC/USD,40.72,41.23,38.02,39.26,1968840.33
3/24/2020 0:00,LTC/USD,39.05,41.14,38.37,40.72,1915619.3
3/23/2020 0:00,LTC/USD,35.44,40.16,34.59,39.05,2897531.43
3/22/2020 0:00,LTC/USD,38.46,39.75,34.83,35.44,2441997.77
3/21/2020 0:00,LTC/USD,38.09,39.9,36.28,38.44,1684848.34
3/20/2020 0:00,LTC/USD,39.03,43.8,33.91,38.09,7464336.87
3/19/2020 0:00,LTC/USD,34.85,40.96,34.07,39.03,5103578.69
3/18/2020 0:00,LTC/USD,34.22,34.93,32.42,34.85,1770784.63
3/17/2020 0:00,LTC/USD,33.48,36.25,32.65,34.22,2986549.69
3/16/2020 0:00,LTC/USD,36.58,36.58,29.34,33.48,5288855.83
3/15/2020 0:00,LTC/USD,34.62,39.17,34.34,36.58,3657972.03
3/14/2020 0:00,LTC/USD,37.74,37.97,34.04,34.67,3775128.12
3/13/2020 0:00,LTC/USD,30.14,40.64,24.85,37.85,14205756.4
3/12/2020 0:00,LTC/USD,48.81,49.01,28.4,30.14,24004905.47
3/11/2020 0:00,LTC/USD,50.23,50.93,45.7,48.81,3042314.41
3/10/2020 0:00,LTC/USD,50.68,51.6,49.1,50.23,2659892.63
3/9/2020 0:00,LTC/USD,51.2,52.48,46.8,50.68,7447261.79
3/8/2020 0:00,LTC/USD,60.72,60.72,50.77,51.2,7177386.36
3/7/2020 0:00,LTC/USD,63.5,64.11,60.23,60.72,2280014.97
3/6/2020 0:00,LTC/USD,62.32,63.99,61.46,63.5,1320543.3
3/5/2020 0:00,LTC/USD,60.5,63.5,60.5,62.32,2325065.85
3/4/2020 0:00,LTC/USD,61.16,62,59.08,60.5,1352964.36
3/3/2020 0:00,LTC/USD,61.54,62.62,59.73,61.16,2322492.86
3/2/2020 0:00,LTC/USD,57.94,62.47,57.42,61.54,3043829.28
3/1/2020 0:00,LTC/USD,58.29,60.5,56.34,57.94,2864666.45
2/29/2020 0:00,LTC/USD,60.17,61.76,58.11,58.29,1981113.43
2/28/2020 0:00,LTC/USD,61.77,63.41,56.7,60.16,5652625.38
2/27/2020 0:00,LTC/USD,60.6,65.04,57.27,61.77,5579500.9
2/26/2020 0:00,LTC/USD,71.04,72.25,57.47,60.6,9340271.85
2/25/2020 0:00,LTC/USD,75.68,76.32,69.5,71.04,6644197.49
2/24/2020 0:00,LTC/USD,79.82,80.06,71.7,75.68,7227630.9
2/23/2020 0:00,LTC/USD,74.85,80.27,74.85,79.82,5979329.31
2/22/2020 0:00,LTC/USD,73.36,76.77,72.42,74.85,4999814.67
2/21/2020 0:00,LTC/USD,69.52,75.25,68.65,73.27,5167898.79
2/20/2020 0:00,LTC/USD,70.63,72.4,65.39,69.52,6304162.71
2/19/2020 0:00,LTC/USD,77.15,80.32,67,70.63,7848021.91
2/18/2020 0:00,LTC/USD,73.44,79.14,70.29,77.15,3850574.59
2/17/2020 0:00,LTC/USD,74.8,75.53,68.67,73.44,3644670.13
2/16/2020 0:00,LTC/USD,76.72,80.53,67.66,74.8,11807932.66
